shipping_id,order_id,carrier,shipping_method,warehouse_location,ship_date,delivery_date,shipping_cost,delivery_status
8004245,70019245,DHL,Standard,Chicago-IL,2028-05-16,2028-05-25,12.99,Delivered
8004246,70019246,Canada Post,Standard,Edmonton-AB,2028-05-20,2028-05-27,9.99,Delivered
8004247,70019247,UPS,Expedited,Calgary-AB,2028-05-21,2028-05-24,14.99,Delivered
8004248,70019248,FedEx,Standard,Vancouver-BC,2028-05-18,2028-05-26,11.99,Delivered
8004249,70019249,Purolator,Express,Toronto-ON,2028-05-22,2028-05-24,19.99,Delivered
8004250,70019250,DHL,Standard,Chicago-IL,2028-05-19,2028-05-28,12.99,Delivered
8004251,70019251,Canada Post,Standard,Edmonton-AB,2028-05-21,2028-05-28,9.99,Delivered
8004252,70019252,UPS,Expedited,Calgary-AB,2028-05-22,2028-05-25,14.99,Delivered
8004253,70019253,FedEx,Standard,Vancouver-BC,2028-05-19,2028-05-27,11.99,Delivered
8004254,70019254,Purolator,Express,Toronto-ON,2028-05-23,2028-05-25,19.99,Delivered
8004255,70019255,DHL,Standard,Chicago-IL,2028-05-20,2028-05-29,12.99,Delivered
8004256,70019256,Canada Post,Standard,Edmonton-AB,2028-05-24,2028-05-31,9.99,Delivered
8004257,70019257,UPS,Expedited,Calgary-AB,2028-05-25,2028-05-28,14.99,Delivered
8004258,70019258,FedEx,Standard,Vancouver-BC,2028-05-22,2028-05-30,11.99,Delivered
8004259,70019259,Purolator,Express,Toronto-ON,2028-05-26,2028-05-28,19.99,Delivered
8004260,70019260,DHL,Standard,Chicago-IL,2028-05-23,2028-06-01,12.99,Delivered
8004261,70019261,Canada Post,Standard,Edmonton-AB,2028-05-27,2028-06-03,9.99,Delivered
8004262,70019262,UPS,Expedited,Calgary-AB,2028-05-28,2028-05-31,14.99,Delivered
8004263,70019263,FedEx,Standard,Vancouver-BC,2028-05-25,2028-06-02,11.99,Delivered
8004264,70019264,Purolator,Express,Toronto-ON,2028-05-29,2028-05-31,19.99,Delivered
8004265,70019265,DHL,Standard,Chicago-IL,2028-05-26,2028-06-04,12.99,Delivered
8004266,70019266,Canada Post,Standard,Edmonton-AB,2028-05-30,2028-06-06,9.99,Delivered
8004267,70019267,UPS,Expedited,Calgary-AB,2028-05-31,2028-06-03,14.99,Delivered
8004268,70019268,FedEx,Standard,Vancouver-BC,2028-05-28,2028-06-05,11.99,Delivered
8004269,70019269,Purolator,Express,Toronto-ON,2028-06-01,2028-06-03,19.99,Delivered
8004270,70019270,DHL,Standard,Chicago-IL,2028-05-29,2028-06-07,12.99,Delivered
8004271,70019271,Canada Post,Standard,Edmonton-AB,2028-06-02,2028-06-09,9.99,Delivered
8004272,70019272,UPS,Expedited,Calgary-AB,2028-06-03,2028-06-06,14.99,Delivered
8004273,70019273,FedEx,Standard,Vancouver-BC,2028-05-31,2028-06-08,11.99,Delivered
8004274,70019274,Purolator,Express,Toronto-ON,2028-06-04,2028-06-06,19.99,Delivered
8004275,70019275,DHL,Standard,Chicago-IL,2028-06-01,2028-06-10,12.99,Delivered
8004276,70019276,Canada Post,Standard,Edmonton-AB,2028-06-05,2028-06-12,9.99,Delivered
8004277,70019277,UPS,Expedited,Calgary-AB,2028-06-06,2028-06-09,14.99,Delivered
8004278,70019278,FedEx,Standard,Vancouver-BC,2028-06-03,2028-06-11,11.99,Delivered
8004279,70019279,Purolator,Express,Toronto-ON,2028-06-07,2028-06-09,19.99,Delivered
8004280,70019280,DHL,Standard,Chicago-IL,2028-06-04,2028-06-13,12.99,Delivered
8004281,70019281,Canada Post,Standard,Edmonton-AB,2028-06-08,2028-06-15,9.99,Delivered
8004282,70019282,UPS,Expedited,Calgary-AB,2028-06-09,2028-06-12,14.99,Delivered
8004283,70019283,FedEx,Standard,Vancouver-BC,2028-06-06,2028-06-14,11.99,Delivered
8004284,70019284,Purolator,Express,Toronto-ON,2028-06-10,2028-06-12,19.99,Delivered
8004285,70019285,DHL,Standard,Chicago-IL,2028-06-07,2028-06-16,12.99,Delivered
8004286,70019286,Canada Post,Standard,Edmonton-AB,2028-06-11,2028-06-18,9.99,Delivered
8004287,70019287,UPS,Expedited,Calgary-AB,2028-06-12,2028-06-15,14.99,Delivered
8004288,70019288,FedEx,Standard,Vancouver-BC,2028-06-09,2028-06-17,11.99,Delivered
8004289,70019289,Purolator,Express,Toronto-ON,2028-06-13,2028-06-15,19.99,Delivered
8004290,70019290,DHL,Standard,Chicago-IL,2028-06-10,2028-06-19,12.99,Delivered
8004291,70019291,Canada Post,Standard,Edmonton-AB,2028-06-14,2028-06-21,9.99,Delivered
8004292,70019292,UPS,Expedited,Calgary-AB,2028-06-15,2028-06-18,14.99,Delivered
8004293,70019293,FedEx,Standard,Vancouver-BC,2028-06-12,2028-06-20,11.99,Delivered
8004294,70019294,Purolator,Express,Toronto-ON,2028-06-16,2028-06-18,19.99,Delivered
8004295,70019295,DHL,Standard,Chicago-IL,2028-06-13,2028-06-22,12.99,Delivered
8004296,70019296,Canada Post,Standard,Edmonton-AB,2028-06-17,2028-06-24,9.99,Delivered
8004297,70019297,UPS,Expedited,Calgary-AB,2028-06-18,2028-06-21,14.99,Delivered
8004298,70019298,FedEx,Standard,Vancouver-BC,2028-06-15,2028-06-23,11.99,Delivered
8004299,70019299,Purolator,Express,Toronto-ON,2028-06-19,2028-06-21,19.99,Delivered
8004300,70019300,DHL,Standard,Chicago-IL,2028-06-16,2028-06-25,12.99,Delivered
8004301,70019301,Canada Post,Standard,Edmonton-AB,2028-06-17,2028-06-24,9.99,Delivered
8004302,70019302,UPS,Expedited,Calgary-AB,2028-06-18,2028-06-21,14.99,Delivered
8004303,70019303,FedEx,Standard,Vancouver-BC,2028-06-15,2028-06-23,11.99,Delivered
8004304,70019304,Purolator,Express,Toronto-ON,2028-06-19,2028-06-21,19.99,Delivered
8004305,70019305,DHL,Standard,Chicago-IL,2028-06-16,2028-06-25,12.99,Delivered
8004306,70019306,Canada Post,Standard,Edmonton-AB,2028-06-20,2028-06-27,9.99,Delivered
8004307,70019307,UPS,Expedited,Calgary-AB,2028-06-21,2028-06-24,14.99,Delivered
8004308,70019308,FedEx,Standard,Vancouver-BC,2028-06-18,2028-06-26,11.99,Delivered
8004309,70019309,Purolator,Express,Toronto-ON,2028-06-22,2028-06-24,19.99,Delivered
8004310,70019310,DHL,Standard,Chicago-IL,2028-06-19,2028-06-28,12.99,Delivered
8004311,70019311,Canada Post,Standard,Edmonton-AB,2028-06-23,2028-06-30,9.99,Delivered
8004312,70019312,UPS,Expedited,Calgary-AB,2028-06-24,2028-06-27,14.99,Delivered
8004313,70019313,FedEx,Standard,Vancouver-BC,2028-06-21,2028-06-29,11.99,Delivered
8004314,70019314,Purolator,Express,Toronto-ON,2028-06-25,2028-06-27,19.99,Delivered
8004315,70019315,DHL,Standard,Chicago-IL,2028-06-22,2028-07-01,12.99,Delivered
8004316,70019316,Canada Post,Standard,Edmonton-AB,2028-06-26,2028-07-03,9.99,Delivered
8004317,70019317,UPS,Expedited,Calgary-AB,2028-06-27,2028-06-30,14.99,Delivered
8004318,70019318,FedEx,Standard,Vancouver-BC,2028-06-24,2028-07-02,11.99,Delivered
8004319,70019319,Purolator,Express,Toronto-ON,2028-06-28,2028-06-30,19.99,Delivered
8004320,70019320,DHL,Standard,Chicago-IL,2028-06-25,2028-07-04,12.99,Delivered
8004321,70019321,Canada Post,Standard,Edmonton-AB,2028-06-29,2028-07-06,9.99,Delivered
8004322,70019322,UPS,Expedited,Calgary-AB,2028-06-30,2028-07-03,14.99,Delivered
8004323,70019323,FedEx,Standard,Vancouver-BC,2028-06-27,2028-07-05,11.99,Delivered
8004324,70019324,Purolator,Express,Toronto-ON,2028-07-01,2028-07-03,19.99,Delivered
8004325,70019325,DHL,Standard,Chicago-IL,2028-06-28,2028-07-07,12.99,Delivered
8004326,70019326,Canada Post,Standard,Edmonton-AB,2028-07-02,2028-07-09,9.99,Delivered
8004327,70019327,UPS,Expedited,Calgary-AB,2028-07-03,2028-07-06,14.99,Delivered
8004328,70019328,FedEx,Standard,Vancouver-BC,2028-06-30,2028-07-08,11.99,Delivered
8004329,70019329,Purolator,Express,Toronto-ON,2028-07-04,2028-07-06,19.99,Delivered
8004330,70019330,DHL,Standard,Chicago-IL,2028-07-01,2028-07-10,12.99,Delivered
8004331,70019331,Canada Post,Standard,Edmonton-AB,2028-07-05,2028-07-12,9.99,Delivered
8004332,70019332,UPS,Expedited,Calgary-AB,2028-07-06,2028-07-09,14.99,Delivered
8004333,70019333,FedEx,Standard,Vancouver-BC,2028-07-03,2028-07-11,11.99,Delivered
8004334,70019334,Purolator,Express,Toronto-ON,2028-07-07,2028-07-09,19.99,Delivered
8004335,70019335,DHL,Standard,Chicago-IL,2028-07-04,2028-07-13,12.99,Delivered
8004336,70019336,Canada Post,Standard,Edmonton-AB,2028-07-08,2028-07-15,9.99,Delivered
8004337,70019337,UPS,Expedited,Calgary-AB,2028-07-09,2028-07-12,14.99,Delivered
8004338,70019338,FedEx,Standard,Vancouver-BC,2028-07-06,2028-07-14,11.99,Delivered
8004339,70019339,Purolator,Express,Toronto-ON,2028-07-10,2028-07-12,19.99,Delivered
8004340,70019340,DHL,Standard,Chicago-IL,2028-07-07,2028-07-16,12.99,Delivered
8004341,70019341,Canada Post,Standard,Edmonton-AB,2028-07-11,2028-07-18,9.99,Delivered
8004342,70019342,UPS,Expedited,Calgary-AB,2028-07-12,2028-07-15,14.99,Delivered
8004343,70019343,FedEx,Standard,Vancouver-BC,2028-07-09,2028-07-17,11.99,Delivered
8004344,70019344,Purolator,Express,Toronto-ON,2028-07-13,2028-07-15,19.99,Delivered
8004345,70019345,DHL,Standard,Chicago-IL,2028-07-10,2028-07-19,12.99,Delivered
8004346,70019346,Canada Post,Standard,Edmonton-AB,2028-07-14,2028-07-21,9.99,Delivered
8004347,70019347,UPS,Expedited,Calgary-AB,2028-07-15,2028-07-18,14.99,Delivered
8004348,70019348,FedEx,Standard,Vancouver-BC,2028-07-12,2028-07-20,11.99,Delivered
8004349,70019349,Purolator,Express,Toronto-ON,2028-07-16,2028-07-18,19.99,Delivered
8004350,70019350,DHL,Standard,Chicago-IL,2028-07-13,2028-07-22,12.99,Delivered
8004351,70019351,Canada Post,Standard,Edmonton-AB,2028-07-14,2028-07-21,9.99,Delivered
8004352,70019352,UPS,Expedited,Calgary-AB,2028-07-15,2028-07-18,14.99,Delivered
8004353,70019353,FedEx,Standard,Vancouver-BC,2028-07-12,2028-07-20,11.99,Delivered
8004354,70019354,Purolator,Express,Toronto-ON,2028-07-16,2028-07-18,19.99,Delivered
8004355,70019355,DHL,Standard,Chicago-IL,2028-07-13,2028-07-22,12.99,Delivered
8004356,70019356,Canada Post,Standard,Edmonton-AB,2028-07-17,2028-07-24,9.99,Delivered
8004357,70019357,UPS,Expedited,Calgary-AB,2028-07-18,2028-07-21,14.99,Delivered
8004358,70019358,FedEx,Standard,Vancouver-BC,2028-07-15,2028-07-23,11.99,Delivered
8004359,70019359,Purolator,Express,Toronto-ON,2028-07-19,2028-07-21,19.99,Delivered
8004360,70019360,DHL,Standard,Chicago-IL,2028-07-16,2028-07-25,12.99,Delivered
8004361,70019361,Canada Post,Standard,Edmonton-AB,2028-07-20,2028-07-27,9.99,Delivered
8004362,70019362,UPS,Expedited,Calgary-AB,2028-07-21,2028-07-24,14.99,Delivered
8004363,70019363,FedEx,Standard,Vancouver-BC,2028-07-18,2028-07-26,11.99,Delivered
8004364,70019364,Purolator,Express,Toronto-ON,2028-07-22,2028-07-24,19.99,Delivered
8004365,70019365,DHL,Standard,Chicago-IL,2028-07-19,2028-07-28,12.99,Delivered
8004366,70019366,Canada Post,Standard,Edmonton-AB,2028-07-23,2028-07-30,9.99,Delivered
8004367,70019367,UPS,Expedited,Calgary-AB,2028-07-24,2028-07-27,14.99,Delivered
8004368,70019368,FedEx,Standard,Vancouver-BC,2028-07-21,2028-07-29,11.99,Delivered
8004369,70019369,Purolator,Express,Toronto-ON,2028-07-25,2028-07-27,19.99,Delivered
8004370,70019370,DHL,Standard,Chicago-IL,2028-07-22,2028-07-31,12.99,Delivered
8004371,70019371,Canada Post,Standard,Edmonton-AB,2028-07-26,2028-08-02,9.99,Delivered
8004372,70019372,UPS,Expedited,Calgary-AB,2028-07-27,2028-07-30,14.99,Delivered
8004373,70019373,FedEx,Standard,Vancouver-BC,2028-07-24,2028-08-01,11.99,Delivered
8004374,70019374,Purolator,Express,Toronto-ON,2028-07-28,2028-07-30,19.99,Delivered
8004375,70019375,DHL,Standard,Chicago-IL,2028-07-25,2028-08-03,12.99,Delivered
8004376,70019376,Canada Post,Standard,Edmonton-AB,2028-07-29,2028-08-05,9.99,Delivered
8004377,70019377,UPS,Expedited,Calgary-AB,2028-07-30,2028-08-02,14.99,Delivered
8004378,70019378,FedEx,Standard,Vancouver-BC,2028-07-27,2028-08-04,11.99,Delivered
8004379,70019379,Purolator,Express,Toronto-ON,2028-07-31,2028-08-02,19.99,Delivered
8004380,70019380,DHL,Standard,Chicago-IL,2028-07-28,2028-08-06,12.99,Delivered
8004381,70019381,Canada Post,Standard,Edmonton-AB,2028-08-01,2028-08-08,9.99,Delivered
8004382,70019382,UPS,Expedited,Calgary-AB,2028-08-02,2028-08-05,14.99,Delivered
8004383,70019383,FedEx,Standard,Vancouver-BC,2028-07-30,2028-08-07,11.99,Delivered
8004384,70019384,Purolator,Express,Toronto-ON,2028-08-03,2028-08-05,19.99,Delivered
8004385,70019385,DHL,Standard,Chicago-IL,2028-07-31,2028-08-09,12.99,Delivered
8004386,70019386,Canada Post,Standard,Edmonton-AB,2028-08-04,2028-08-11,9.99,Delivered
8004387,70019387,UPS,Expedited,Calgary-AB,2028-08-05,2028-08-08,14.99,Delivered
8004388,70019388,FedEx,Standard,Vancouver-BC,2028-08-02,2028-08-10,11.99,Delivered
8004389,70019389,Purolator,Express,Toronto-ON,2028-08-06,2028-08-08,19.99,Delivered
8004390,70019390,DHL,Standard,Chicago-IL,2028-08-03,2028-08-12,12.99,Delivered
8004391,70019391,Canada Post,Standard,Edmonton-AB,2028-08-07,2028-08-14,9.99,Delivered
8004392,70019392,UPS,Expedited,Calgary-AB,2028-08-08,2028-08-11,14.99,Delivered
8004393,70019393,FedEx,Standard,Vancouver-BC,2028-08-05,2028-08-13,11.99,Delivered
8004394,70019394,Purolator,Express,Toronto-ON,2028-08-09,2028-08-11,19.99,Delivered
8004395,70019395,DHL,Standard,Chicago-IL,2028-08-06,2028-08-15,12.99,Delivered
8004396,70019396,Canada Post,Standard,Edmonton-AB,2028-08-10,2028-08-17,9.99,Delivered
8004397,70019397,UPS,Expedited,Calgary-AB,2028-08-11,2028-08-14,14.99,Delivered
8004398,70019398,FedEx,Standard,Vancouver-BC,2028-08-08,2028-08-16,11.99,Delivered
8004399,70019399,Purolator,Express,Toronto-ON,2028-08-12,2028-08-14,19.99,Delivered
8004400,70019400,DHL,Standard,Chicago-IL,2028-08-09,2028-08-18,12.99,Delivered
8004401,70019401,Canada Post,Standard,Edmonton-AB,2028-08-10,2028-08-17,9.99,Delivered
8004402,70019402,UPS,Expedited,Calgary-AB,2028-08-11,2028-08-14,14.99,Delivered
8004403,70019403,FedEx,Standard,Vancouver-BC,2028-08-08,2028-08-16,11.99,Delivered
8004404,70019404,Purolator,Express,Toronto-ON,2028-08-12,2028-08-14,19.99,Delivered
8004405,70019405,DHL,Standard,Chicago-IL,2028-08-09,2028-08-18,12.99,Delivered
8004406,70019406,Canada Post,Standard,Edmonton-AB,2028-08-13,2028-08-20,9.99,Delivered
8004407,70019407,UPS,Expedited,Calgary-AB,2028-08-14,2028-08-17,14.99,Delivered
8004408,70019408,FedEx,Standard,Vancouver-BC,2028-08-11,2028-08-19,11.99,Delivered
8004409,70019409,Purolator,Express,Toronto-ON,2028-08-15,2028-08-17,19.99,Delivered
8004410,70019410,DHL,Standard,Chicago-IL,2028-08-12,2028-08-21,12.99,Delivered
8004411,70019411,Canada Post,Standard,Edmonton-AB,2028-08-16,2028-08-23,9.99,Delivered
8004412,70019412,UPS,Expedited,Calgary-AB,2028-08-17,2028-08-20,14.99,Delivered
8004413,70019413,FedEx,Standard,Vancouver-BC,2028-08-14,2028-08-22,11.99,Delivered
8004414,70019414,Purolator,Express,Toronto-ON,2028-08-18,2028-08-20,19.99,Delivered
8004415,70019415,DHL,Standard,Chicago-IL,2028-08-15,2028-08-24,12.99,Delivered
8004416,70019416,Canada Post,Standard,Edmonton-AB,2028-08-19,2028-08-26,9.99,Delivered
8004417,70019417,UPS,Expedited,Calgary-AB,2028-08-20,2028-08-23,14.99,Delivered
8004418,70019418,FedEx,Standard,Vancouver-BC,2028-08-17,2028-08-25,11.99,Delivered
8004419,70019419,Purolator,Express,Toronto-ON,2028-08-21,2028-08-23,19.99,Delivered
8004420,70019420,DHL,Standard,Chicago-IL,2028-08-18,2028-08-27,12.99,Delivered
8004421,70019421,Canada Post,Standard,Edmonton-AB,2028-08-22,2028-08-29,9.99,Delivered
8004422,70019422,UPS,Expedited,Calgary-AB,2028-08-23,2028-08-26,14.99,Delivered
8004423,70019423,FedEx,Standard,Vancouver-BC,2028-08-20,2028-08-28,11.99,Delivered
8004424,70019424,Purolator,Express,Toronto-ON,2028-08-24,2028-08-26,19.99,Delivered
8004425,70019425,DHL,Standard,Chicago-IL,2028-08-21,2028-08-30,12.99,Delivered
8004426,70019426,Canada Post,Standard,Edmonton-AB,2028-08-25,2028-09-01,9.99,Delivered
8004427,70019427,UPS,Expedited,Calgary-AB,2028-08-26,2028-08-29,14.99,Delivered
8004428,70019428,FedEx,Standard,Vancouver-BC,2028-08-23,2028-08-31,11.99,Delivered
8004429,70019429,Purolator,Express,Toronto-ON,2028-08-27,2028-08-29,19.99,Delivered
8004430,70019430,DHL,Standard,Chicago-IL,2028-08-24,2028-09-02,12.99,Delivered
8004431,70019431,Canada Post,Standard,Edmonton-AB,2028-08-28,2028-09-04,9.99,Delivered
8004432,70019432,UPS,Expedited,Calgary-AB,2028-08-29,2028-09-01,14.99,Delivered
8004433,70019433,FedEx,Standard,Vancouver-BC,2028-08-26,2028-09-03,11.99,Delivered
8004434,70019434,Purolator,Express,Toronto-ON,2028-08-30,2028-09-01,19.99,Delivered
8004435,70019435,DHL,Standard,Chicago-IL,2028-08-27,2028-09-05,12.99,Delivered
8004436,70019436,Canada Post,Standard,Edmonton-AB,2028-08-31,2028-09-07,9.99,Delivered
8004437,70019437,UPS,Expedited,Calgary-AB,2028-09-01,2028-09-04,14.99,Delivered
8004438,70019438,FedEx,Standard,Vancouver-BC,2028-08-29,2028-09-06,11.99,Delivered
8004439,70019439,Purolator,Express,Toronto-ON,2028-09-02,2028-09-04,19.99,Delivered
8004440,70019440,DHL,Standard,Chicago-IL,2028-08-30,2028-09-08,12.99,Delivered
8004441,70019441,Canada Post,Standard,Edmonton-AB,2028-09-03,2028-09-10,9.99,Delivered
8004442,70019442,UPS,Expedited,Calgary-AB,2028-09-04,2028-09-07,14.99,Delivered
8004443,70019443,FedEx,Standard,Vancouver-BC,2028-09-01,2028-09-09,11.99,Delivered
8004444,70019444,Purolator,Express,Toronto-ON,2028-09-05,2028-09-07,19.99,Delivered
8004445,70019445,DHL,Standard,Chicago-IL,2028-09-02,2028-09-11,12.99,Delivered
8004446,70019446,Canada Post,Standard,Edmonton-AB,2028-09-06,2028-09-13,9.99,Delivered
8004447,70019447,UPS,Expedited,Calgary-AB,2028-09-07,2028-09-10,14.99,Delivered
8004448,70019448,FedEx,Standard,Vancouver-BC,2028-09-04,2028-09-12,11.99,Delivered
8004449,70019449,Purolator,Express,Toronto-ON,2028-09-08,2028-09-10,19.99,Delivered
8004450,70019450,DHL,Standard,Chicago-IL,2028-09-05,2028-09-14,12.99,Delivered
8004451,70019451,Canada Post,Standard,Edmonton-AB,2028-09-07,2028-09-14,9.99,Delivered
8004452,70019452,UPS,Expedited,Calgary-AB,2028-09-08,2028-09-11,14.99,Delivered
8004453,70019453,FedEx,Standard,Vancouver-BC,2028-09-05,2028-09-13,11.99,Delivered
8004454,70019454,Purolator,Express,Toronto-ON,2028-09-09,2028-09-11,19.99,Delivered
8004455,70019455,DHL,Standard,Chicago-IL,2028-09-06,2028-09-15,12.99,Delivered
8004456,70019456,Canada Post,Standard,Edmonton-AB,2028-09-10,2028-09-17,9.99,Delivered
8004457,70019457,UPS,Expedited,Calgary-AB,2028-09-11,2028-09-14,14.99,Delivered
8004458,70019458,FedEx,Standard,Vancouver-BC,2028-09-08,2028-09-16,11.99,Delivered
8004459,70019459,Purolator,Express,Toronto-ON,2028-09-12,2028-09-14,19.99,Delivered
8004460,70019460,DHL,Standard,Chicago-IL,2028-09-09,2028-09-18,12.99,Delivered
8004461,70019461,Canada Post,Standard,Edmonton-AB,2028-09-13,2028-09-20,9.99,Delivered
8004462,70019462,UPS,Expedited,Calgary-AB,2028-09-14,2028-09-17,14.99,Delivered
8004463,70019463,FedEx,Standard,Vancouver-BC,2028-09-11,2028-09-19,11.99,Delivered
8004464,70019464,Purolator,Express,Toronto-ON,2028-09-15,2028-09-17,19.99,Delivered
8004465,70019465,DHL,Standard,Chicago-IL,2028-09-12,2028-09-21,12.99,Delivered
8004466,70019466,Canada Post,Standard,Edmonton-AB,2028-09-16,2028-09-23,9.99,Delivered
8004467,70019467,UPS,Expedited,Calgary-AB,2028-09-17,2028-09-20,14.99,Delivered
8004468,70019468,FedEx,Standard,Vancouver-BC,2028-09-14,2028-09-22,11.99,Delivered
8004469,70019469,Purolator,Express,Toronto-ON,2028-09-18,2028-09-20,19.99,Delivered
8004470,70019470,DHL,Standard,Chicago-IL,2028-09-15,2028-09-24,12.99,Delivered
8004471,70019471,Canada Post,Standard,Edmonton-AB,2028-09-19,2028-09-26,9.99,Delivered
8004472,70019472,UPS,Expedited,Calgary-AB,2028-09-20,2028-09-23,14.99,Delivered
8004473,70019473,FedEx,Standard,Vancouver-BC,2028-09-17,2028-09-25,11.99,Delivered
8004474,70019474,Purolator,Express,Toronto-ON,2028-09-21,2028-09-23,19.99,Delivered
8004475,70019475,DHL,Standard,Chicago-IL,2028-09-18,2028-09-27,12.99,Delivered
8004476,70019476,Canada Post,Standard,Edmonton-AB,2028-09-22,2028-09-29,9.99,Delivered
8004477,70019477,UPS,Expedited,Calgary-AB,2028-09-23,2028-09-26,14.99,Delivered
8004478,70019478,FedEx,Standard,Vancouver-BC,2028-09-20,2028-09-28,11.99,Delivered
8004479,70019479,Purolator,Express,Toronto-ON,2028-09-24,2028-09-26,19.99,Delivered
8004480,70019480,DHL,Standard,Chicago-IL,2028-09-21,2028-09-30,12.99,Delivered
8004481,70019481,Canada Post,Standard,Edmonton-AB,2028-09-25,2028-10-02,9.99,Delivered
8004482,70019482,UPS,Expedited,Calgary-AB,2028-09-26,2028-09-29,14.99,Delivered
8004483,70019483,FedEx,Standard,Vancouver-BC,2028-09-23,2028-10-01,11.99,Delivered
8004484,70019484,Purolator,Express,Toronto-ON,2028-09-27,2028-09-29,19.99,Delivered
8004485,70019485,DHL,Standard,Chicago-IL,2028-09-24,2028-10-03,12.99,Delivered
8004486,70019486,Canada Post,Standard,Edmonton-AB,2028-09-28,2028-10-05,9.99,Delivered
8004487,70019487,UPS,Expedited,Calgary-AB,2028-09-29,2028-10-02,14.99,Delivered
8004488,70019488,FedEx,Standard,Vancouver-BC,2028-09-26,2028-10-04,11.99,Delivered
8004489,70019489,Purolator,Express,Toronto-ON,2028-09-30,2028-10-02,19.99,Delivered
8004490,70019490,DHL,Standard,Chicago-IL,2028-09-27,2028-10-06,12.99,Delivered
8004491,70019491,Canada Post,Standard,Edmonton-AB,2028-10-01,2028-10-08,9.99,Delivered
8004492,70019492,UPS,Expedited,Calgary-AB,2028-10-02,2028-10-05,14.99,Delivered
8004493,70019493,FedEx,Standard,Vancouver-BC,2028-09-29,2028-10-07,11.99,Delivered
8004494,70019494,Purolator,Express,Toronto-ON,2028-10-03,2028-10-05,19.99,Delivered
8004495,70019495,DHL,Standard,Chicago-IL,2028-09-30,2028-10-09,12.99,Delivered
8004496,70019496,Canada Post,Standard,Edmonton-AB,2028-10-04,2028-10-11,9.99,Delivered
8004497,70019497,UPS,Expedited,Calgary-AB,2028-10-05,2028-10-08,14.99,Delivered
8004498,70019498,FedEx,Standard,Vancouver-BC,2028-10-02,2028-10-10,11.99,Delivered
8004499,70019499,Purolator,Express,Toronto-ON,2028-10-06,2028-10-08,19.99,Delivered
8004500,70019500,DHL,Standard,Chicago-IL,2028-10-03,2028-10-12,12.99,Delivered
8004501,70019501,Canada Post,Standard,Edmonton-AB,2028-10-04,2028-10-11,9.99,Delivered
8004502,70019502,UPS,Expedited,Calgary-AB,2028-10-05,2028-10-08,14.99,Delivered
8004503,70019503,FedEx,Standard,Vancouver-BC,2028-10-02,2028-10-10,11.99,Delivered
8004504,70019504,Purolator,Express,Toronto-ON,2028-10-06,2028-10-08,19.99,Delivered
8004505,70019505,DHL,Standard,Chicago-IL,2028-10-03,2028-10-12,12.99,Delivered
8004506,70019506,Canada Post,Standard,Edmonton-AB,2028-10-07,2028-10-14,9.99,Delivered
8004507,70019507,UPS,Expedited,Calgary-AB,2028-10-08,2028-10-11,14.99,Delivered
8004508,70019508,FedEx,Standard,Vancouver-BC,2028-10-05,2028-10-13,11.99,Delivered
8004509,70019509,Purolator,Express,Toronto-ON,2028-10-09,2028-10-11,19.99,Delivered
8004510,70019510,DHL,Standard,Chicago-IL,2028-10-06,2028-10-15,12.99,Delivered
8004511,70019511,Canada Post,Standard,Edmonton-AB,2028-10-10,2028-10-17,9.99,Delivered
8004512,70019512,UPS,Expedited,Calgary-AB,2028-10-11,2028-10-14,14.99,Delivered
8004513,70019513,FedEx,Standard,Vancouver-BC,2028-10-08,2028-10-16,11.99,Delivered
8004514,70019514,Purolator,Express,Toronto-ON,2028-10-12,2028-10-14,19.99,Delivered
8004515,70019515,DHL,Standard,Chicago-IL,2028-10-09,2028-10-18,12.99,Delivered
8004516,70019516,Canada Post,Standard,Edmonton-AB,2028-10-13,2028-10-20,9.99,Delivered
8004517,70019517,UPS,Expedited,Calgary-AB,2028-10-14,2028-10-17,14.99,Delivered
8004518,70019518,FedEx,Standard,Vancouver-BC,2028-10-11,2028-10-19,11.99,Delivered
8004519,70019519,Purolator,Express,Toronto-ON,2028-10-15,2028-10-17,19.99,Delivered
8004520,70019520,DHL,Standard,Chicago-IL,2028-10-12,2028-10-21,12.99,Delivered
8004521,70019521,Canada Post,Standard,Edmonton-AB,2028-10-16,2028-10-23,9.99,Delivered
8004522,70019522,UPS,Expedited,Calgary-AB,2028-10-17,2028-10-20,14.99,Delivered
8004523,70019523,FedEx,Standard,Vancouver-BC,2028-10-14,2028-10-22,11.99,Delivered
8004524,70019524,Purolator,Express,Toronto-ON,2028-10-18,2028-10-20,19.99,Delivered
8004525,70019525,DHL,Standard,Chicago-IL,2028-10-15,2028-10-24,12.99,Delivered
8004526,70019526,Canada Post,Standard,Edmonton-AB,2028-10-19,2028-10-26,9.99,Delivered
8004527,70019527,UPS,Expedited,Calgary-AB,2028-10-20,2028-10-23,14.99,Delivered
8004528,70019528,FedEx,Standard,Vancouver-BC,2028-10-17,2028-10-25,11.99,Delivered
8004529,70019529,Purolator,Express,Toronto-ON,2028-10-21,2028-10-23,19.99,Delivered
8004530,70019530,DHL,Standard,Chicago-IL,2028-10-18,2028-10-27,12.99,Delivered
8004531,70019531,Canada Post,Standard,Edmonton-AB,2028-10-22,2028-10-29,9.99,Delivered
8004532,70019532,UPS,Expedited,Calgary-AB,2028-10-23,2028-10-26,14.99,Delivered
8004533,70019533,FedEx,Standard,Vancouver-BC,2028-10-20,2028-10-28,11.99,Delivered
